Date Time,Actual Conductivity (µS/cm) (1026742),Specific Conductivity (µS/cm) (1026742),Salinity (PSU) (1026742),Resistivity (??cm) (1026742),Density (g/cm³) (1026742),Total Dissolved Solids (ppt) (1026742),RDO Concentration (mg/L) (1003422),RDO Saturation (%Sat) (1003422),Oxygen Partial Pressure (Torr) (1003422),Chlorophyll-a Fluorescence (RFU) (1005348),pH (pH) (982925),pH mV (mV) (982925),ORP (mV) (982925),Temperature (°C) (1005261),External Voltage (V) (1005261),Battery Capacity (%) (1005261),Barometric Pressure (mm Hg) (1005261)
6/29/2023 18:30:00,38949.77,40363.66,26.15277,25.67409,1.017195,26.23638,10.11318,138.4513,191.5732,0.9728009,8.168941,-67.66319,-60.05978,23.16603,0.027,81,754.9084
6/29/2023 18:40:00,38944.84,40375.65,26.1609,25.67735,1.017207,26.24417,10.13395,138.6891,191.9095,1.100412,8.172512,-67.86823,-67.58665,23.14463,0.027,81,754.9084
6/29/2023 18:50:00,38967.32,40399.2,26.17784,25.66253,1.01722,26.25948,10.1051,138.3072,191.3811,1.019174,8.168336,-67.62267,-73.77362,23.14434,0.027,81,754.9084
6/29/2023 19:00:00,38985.68,40427.16,26.1977,25.65044,1.017238,26.27765,10.12746,138.6017,191.7924,1.192835,8.164891,-67.41762,-80.93094,23.13318,0.027,81,754.9084
6/29/2023 19:10:00,38982.31,40443.9,26.20916,25.65266,1.017254,26.28854,10.14038,138.7248,191.9711,1.194215,8.167058,-67.53922,-73.33731,23.10792,0.027,81,754.9084
6/29/2023 19:20:00,38951.02,40433.29,26.20088,25.67327,1.017255,26.28164,10.11105,138.2499,191.323,1.115676,8.163675,-67.33418,-75.8717,23.08064,0.027,81,754.9084
6/29/2023 19:30:00,38962.54,40462.29,26.22125,25.66568,1.017277,26.30049,10.16579,138.9621,192.3158,1.267351,8.168057,-67.5869,-70.40476,23.0594,0.027,81,754.9084
6/29/2023 19:40:00,38954.99,40463.84,26.22209,25.67065,1.01728,26.3015,10.08471,137.8253,190.7464,1.121549,8.160841,-67.16013,-63.02571,23.0477,0.027,81,754.9084
6/29/2023 19:50:00,38962.52,40462.79,26.2216,25.66569,1.017277,26.30081,10.14005,138.6088,191.8271,1.33478,8.168993,-67.64174,-43.13445,23.05875,0.027,81,754.9084
6/29/2023 20:00:00,38964.16,40471.73,26.22782,25.66461,1.017284,26.30662,10.11963,138.3123,191.4197,1.400234,8.167689,-67.56306,-35.35007,23.04974,0.027,81,754.9084
6/29/2023 20:10:00,38962.04,40474.25,26.22949,25.66601,1.017287,26.30826,9.976494,136.3429,188.6961,1.589149,8.157976,-66.99085,-29.37531,23.04386,0.036,81,754.9084
6/29/2023 20:20:00,38976.75,40482.41,26.23557,25.65632,1.017289,26.31357,9.958294,136.1205,188.3854,1.296627,8.155954,-66.87402,-25.02656,23.05273,0.027,81,754.9084
6/29/2023 20:30:00,38972.79,40485.12,26.23732,25.65893,1.017293,26.31533,9.84713,134.5821,186.2591,1.77873,8.142154,-66.06102,-19.75035,23.04422,0.027,81,754.9084
6/29/2023 20:40:00,38964.97,40479.85,26.23344,25.66408,1.017291,26.3119,9.78793,133.7613,185.1243,2.007581,8.145575,-66.26129,-16.72482,23.04068,0.027,81,754.9084
6/29/2023 20:50:00,38957.18,40476.49,26.23089,25.66921,1.017291,26.30972,9.635051,131.6564,182.2129,1.872869,8.132169,-65.47212,-8.465996,23.03478,0.027,81,754.9084
6/29/2023 21:00:00,38958.99,40481.41,26.23434,25.66802,1.017294,26.31292,9.462439,129.2916,178.9413,1.625499,8.114009,-64.40401,6.437546,23.031,0.027,81,754.9084
6/29/2023 21:10:00,38945.28,40498.84,26.24595,25.67705,1.017314,26.32425,9.379365,128.0748,177.2693,1.313528,8.113708,-64.37778,7.031212,22.99159,0.027,81,754.9084
6/29/2023 21:20:00,38897.04,40478.28,26.23027,25.7089,1.017312,26.31088,9.304237,126.9537,175.7289,1.524814,8.107352,-63.99632,0.8680878,22.95477,0.027,81,754.9084
6/29/2023 21:30:00,38928.56,40488.72,26.23845,25.68808,1.017311,26.31767,9.20356,125.6484,173.9136,0.9139437,8.101407,-63.65299,-1.134628,22.98255,0.018,81,754.9084
6/29/2023 21:40:00,38894.43,40456.33,26.21504,25.71062,1.017294,26.29661,9.310712,127.0852,175.9035,1.566148,8.112782,-64.32056,-2.760643,22.9787,0.027,81,754.9084
6/29/2023 21:50:00,38890.59,40448.77,26.20971,25.71316,1.017289,26.2917,9.094254,124.1367,171.8211,1.288875,8.086595,-62.78276,1.175652,22.98312,0.027,81,754.9084
6/29/2023 22:00:00,38888.36,40453.48,26.21289,25.71463,1.017294,26.29477,8.90602,121.5504,168.244,1.169161,8.070761,-61.85055,-0.7507706,22.97438,0.027,81,754.9084
6/29/2023 22:10:00,38880.99,40452.97,26.21231,25.71951,1.017296,26.29443,8.717649,118.9604,164.6615,0.9778529,8.054765,-60.90879,2.303368,22.96548,0.027,81,754.9084
6/29/2023 22:20:00,38869.54,40449.58,26.20962,25.72709,1.017297,26.29223,8.550378,116.6538,161.4718,0.9127106,8.037921,-59.91697,0.5939102,22.95486,0.018,81,754.9084
6/29/2023 22:30:00,38861.82,40445.13,26.20631,25.7322,1.017295,26.28933,8.347907,113.8802,157.6338,0.7404971,8.020487,-58.89177,0.6058273,22.95042,0.018,81,754.9084
6/29/2023 22:40:00,38861.83,40429.55,26.19556,25.73219,1.017282,26.27921,8.236824,112.397,155.5754,0.6259764,8.008938,-58.21705,-1.737831,22.96981,0.027,81,754.9084
6/29/2023 22:50:00,38854.09,40399.42,26.17453,25.73731,1.017258,26.25962,8.146526,111.206,153.9196,0.5055048,8.001219,-57.76882,-1.330132,22.99732,0.018,81,754.9084
6/29/2023 23:00:00,38858.85,40401.95,26.17643,25.73416,1.017259,26.26127,8.059288,110.0223,152.2804,0.5212135,7.990538,-57.14178,-4.527321,23.00033,0.027,81,754.9084
6/29/2023 23:10:00,38842.7,40387.38,26.16588,25.74487,1.017252,26.25179,7.92735,108.2092,149.7717,0.3274489,7.976265,-56.30255,-2.660507,22.99756,0.027,81,754.9084
6/29/2023 23:20:00,38835.47,40366.79,26.15145,25.74965,1.017236,26.23841,7.821758,106.79,147.8032,0.3328225,7.96396,-55.58252,-3.499741,23.01388,0.027,81,754.9084
6/29/2023 23:30:00,38816.65,40328.14,26.12422,25.76214,1.017209,26.21329,7.715635,105.3693,145.8308,0.3922753,7.951916,-54.87919,-5.230659,23.0377,0.027,81,754.9084
6/29/2023 23:40:00,38777.55,40263.68,26.07855,25.78812,1.017166,26.17139,7.611451,103.9747,143.8931,0.4184474,7.940708,-54.22592,-7.60054,23.06754,0.027,81,754.9084
6/29/2023 23:50:00,38753.55,40202.88,26.03588,25.80409,1.017122,26.13187,7.585414,103.6766,143.4694,0.3448884,7.936715,-53.99942,-6.963966,23.11254,0.027,81,754.9084
6/30/2023 0:00:00,38744.28,40173.31,26.01519,25.81026,1.017099,26.11265,7.555884,103.3071,142.9518,0.3136552,7.934366,-53.86591,-11.89207,23.13762,0.027,81,754.9084
6/30/2023 0:10:00,38712.68,40124.07,25.98027,25.83133,1.017067,26.08065,7.511915,102.7232,142.1386,0.2750594,7.930977,-53.67041,-11.57736,23.15835,0.027,81,754.9084
6/30/2023 0:20:00,38654.32,40059.61,25.93405,25.87033,1.017031,26.03874,7.461227,102.0119,141.1532,0.2877709,7.927636,-53.4749,-12.06374,23.16336,0.027,81,754.9084
6/30/2023 0:30:00,38583.11,39982.74,25.8789,25.91808,1.016988,25.98878,7.316178,100.0038,138.3736,0.252994,7.916068,-52.79541,-8.387321,23.16723,0.027,81,754.9084
6/30/2023 0:40:00,38509.96,39896.37,25.81715,25.9673,1.016938,25.93264,7.15699,97.81656,135.344,0.2982494,7.899848,-51.84412,-5.955452,23.18062,0.018,81,754.9084
6/30/2023 0:50:00,38412.48,39777.86,25.73255,26.03321,1.016868,25.85561,6.956401,95.0662,131.5333,0.3507161,7.881212,-50.75216,-4.560707,23.20287,0.027,81,754.9084
6/30/2023 1:00:00,38304.57,39652.54,25.64297,26.10655,1.016796,25.77415,6.756707,92.31796,127.727,0.1260546,7.857201,-49.34311,-12.56203,23.22017,0.027,81,754.9084
6/30/2023 1:10:00,38217.25,39559.32,25.57616,26.16619,1.016744,25.71356,6.529892,89.19038,123.399,0.2072698,7.830717,-47.78624,-2.674812,23.22379,0.018,81,754.9084
6/30/2023 1:20:00,38153.17,39520.18,25.54731,26.21014,1.016732,25.68812,6.23335,85.07293,117.7095,0.218831,7.797077,-45.80259,-2.965683,23.18899,0.036,81,754.9084
6/30/2023 1:30:00,37986.59,39388.72,25.45185,26.32508,1.016675,25.60267,5.970346,81.36201,112.5854,0.1907352,7.764773,-43.89524,-1.353973,23.13627,0.027,81,754.9084
6/30/2023 1:40:00,37692.81,39127.35,25.26332,26.53026,1.016548,25.43278,5.735783,78.00235,107.947,0.1116785,7.733356,-42.04035,8.170845,23.08045,0.027,81,754.9084
6/30/2023 1:50:00,37334.85,38762.19,25.00181,26.78463,1.016353,25.19542,5.516906,74.90145,103.6572,0.1331118,7.702954,-40.25221,0.9944534,23.0721,0.027,81,754.9084
6/30/2023 2:00:00,37178.09,38596.67,24.88355,26.89756,1.016262,25.08784,5.327757,72.28884,100.0409,0.07641809,7.674309,-38.56897,3.686195,23.0757,0.018,81,754.9084
6/30/2023 2:10:00,37194.99,38635.31,24.91056,26.88534,1.01629,25.11295,5.157628,69.95678,96.81818,0.07509851,7.651572,-37.22906,6.313568,23.04818,0.036,81,754.9084
6/30/2023 2:20:00,37293.46,38750.02,24.99222,26.81435,1.016356,25.18751,4.257298,57.75543,79.93412,0.05116275,7.609861,-34.77573,9.687187,23.03201,0.018,81,754.9084
6/30/2023 2:30:00,37017.54,38461.52,24.78608,27.01422,1.0162,24.99999,4.596717,62.28844,86.20751,0.0262338,7.59156,-33.70047,15.29717,23.03437,0.027,81,754.9084
6/30/2023 2:40:00,37632.39,39089.68,25.23563,26.57286,1.016536,25.40829,3.571391,48.53243,67.1675,0.02229118,7.589789,-33.59795,16.98519,23.04813,0.018,81,754.9084
6/30/2023 2:50:00,37567.29,39041.29,25.20043,26.61891,1.016516,25.37684,4.23444,57.50546,79.58937,0.02549447,7.57576,-32.77063,29.44018,23.0233,0.018,81,754.9084
6/30/2023 3:00:00,37477.05,38996.1,25.16668,26.68299,1.016508,25.34747,4.197443,56.92784,78.7985,0.02490501,7.562325,-31.97432,29.55222,22.96054,0.027,81,754.9084
6/30/2023 3:10:00,37373.2,38931.95,25.11949,26.75714,1.016488,25.30577,4.057162,54.95435,76.07433,0.02332662,7.536413,-30.44605,28.17178,22.90378,0.018,81,754.9084
6/30/2023 3:20:00,37256.18,38840.64,25.05328,26.84118,1.016448,25.24642,3.730375,50.47276,69.87513,0.0235002,7.503726,-28.52201,26.11184,22.8642,0.027,81,754.9084
6/30/2023 3:30:00,36991.08,38649.11,24.91386,27.03354,1.016373,25.12192,3.426908,46.23761,64.02409,0.05250049,7.451605,-25.45118,30.34377,22.75395,0.018,81,754.9084
6/30/2023 3:40:00,36861.51,38521.34,24.82236,27.12857,1.016307,25.03887,3.214714,43.34396,60.01833,0.04244913,7.433346,-24.3783,25.20824,22.74406,0.027,81,754.9084
6/30/2023 3:50:00,36906.84,38594.89,24.87411,27.09525,1.016355,25.08668,3.009079,40.55872,56.16486,0.02396288,7.394081,-22.07041,32.22729,22.71007,0.018,81,754.9084
6/30/2023 4:00:00,36593.34,38256.64,24.63295,27.32737,1.016169,24.86682,2.711227,36.50202,50.54607,0.02658914,7.390571,-21.86537,22.96233,22.72369,0.027,81,754.9084
6/30/2023 4:10:00,34773.14,36310.09,23.25051,28.75782,1.01511,23.60156,3.312732,44.29287,61.32809,0.0250514,7.430895,-24.23763,26.01171,22.78386,0.027,81,754.9084
6/30/2023 4:20:00,35219.82,36723.93,23.54532,28.3931,1.015313,23.87055,3.607835,48.38352,66.98376,0.04983298,7.402948,-22.60208,28.53895,22.85565,0.009,81,754.9084
6/30/2023 4:30:00,37455.34,39042.34,25.19776,26.69846,1.016555,25.37752,4.659551,63.10607,87.36369,0.3755519,7.584285,-33.25462,33.57197,22.87183,0.027,81,754.9084
6/30/2023 4:40:00,37996.44,39711.21,25.67395,26.31825,1.016951,25.81229,5.675481,76.89382,106.4757,0.5268543,7.715136,-40.92216,29.02532,22.73922,0.018,81,754.9084
6/30/2023 4:50:00,38357.61,40230.51,26.04249,26.07045,1.017278,26.14983,6.692506,90.57847,125.4627,0.7911269,7.837085,-48.05326,23.26275,22.5626,0.018,81,754.9084
6/30/2023 5:00:00,38332.38,40223.24,26.03668,26.08761,1.01728,26.14511,6.896095,93.29087,129.2249,0.8029895,7.865027,-49.68882,17.68851,22.53878,0.018,81,754.9084
6/30/2023 5:10:00,38313.78,40179.27,26.00584,26.10027,1.017248,26.11653,6.370956,86.21844,119.4222,0.5455639,7.791843,-45.39967,23.54408,22.56914,0.018,81,754.9084
6/30/2023 5:20:00,38291.85,40152.17,25.9865,26.11522,1.017232,26.09891,6.350111,85.93459,119.028,0.9945539,7.812836,-46.63229,21.72494,22.57425,0.018,81,754.9084
6/30/2023 5:30:00,38207.48,40078,25.93278,26.17289,1.017196,26.0507,6.665029,90.13934,124.8557,0.9076471,7.82865,-47.55735,17.42388,22.55643,0.018,81,754.9084
6/30/2023 5:40:00,38096.19,39983.74,25.8644,26.24934,1.017152,25.98943,6.895238,93.16866,129.0579,0.9551088,7.867455,-49.82948,8.902794,22.52838,0.018,81,754.9084
6/30/2023 5:50:00,38274.97,40204.58,26.02197,26.12674,1.017283,26.13298,7.296509,98.6076,136.6015,0.9497428,7.920246,-52.91939,4.050972,22.48718,0.018,81,754.9084
6/30/2023 6:00:00,38311.83,40281.02,26.07572,26.1016,1.017336,26.18266,7.422923,100.2629,138.9055,0.8599156,7.929047,-53.42722,0.7607956,22.44051,0.018,81,754.9084
6/30/2023 6:10:00,38320.81,40327.34,26.10784,26.09548,1.017372,26.21277,7.533325,101.6895,140.8927,0.9228886,7.936953,-53.8826,-18.97073,22.39497,0.018,81,754.9084
6/30/2023 6:20:00,38338.26,40382.93,26.14661,26.0836,1.017414,26.24891,7.570714,102.1326,141.5176,0.8441286,7.945391,-54.36897,-37.41001,22.34911,0.018,81,754.9084
6/30/2023 6:30:00,38353.5,40470.95,26.20758,26.07324,1.017484,26.30612,7.68892,103.5983,143.5697,0.688965,7.951403,-54.70514,-54.60715,22.26072,0.018,81,754.9084
6/30/2023 6:40:00,38365.24,40567.59,26.27435,26.06526,1.017562,26.36894,7.864267,105.8046,146.6525,0.5479286,7.969103,-55.72319,-66.64252,22.15767,0.018,81,754.9084
6/30/2023 6:50:00,38355.47,40601.57,26.29733,26.0719,1.017594,26.39102,7.793856,104.7689,145.2298,0.5685552,7.959022,-55.12238,-72.90578,22.10364,0.018,81,754.9084
6/30/2023 7:00:00,38335.81,40596.85,26.29341,26.08527,1.017597,26.38795,7.73423,103.9283,144.0692,0.6023635,7.950252,-54.60501,-61.90991,22.08403,0.009,81,754.9084
6/30/2023 7:10:00,38318.88,40605.94,26.29905,26.0968,1.01761,26.39386,7.827614,105.1236,145.7342,0.7291116,7.967899,-55.63259,-52.17289,22.05113,0.018,81,754.9084
6/30/2023 7:20:00,38299.68,40595.14,26.29098,26.10988,1.017607,26.38684,7.777997,104.4304,144.7759,0.5606225,7.957272,-55.00793,-46.92768,22.03953,0.018,81,754.9084
6/30/2023 7:30:00,38296.39,40606.63,26.29874,26.11212,1.017617,26.39431,7.859334,105.4924,146.2526,0.5548379,7.961441,-55.24874,-45.22299,22.02131,0.018,81,754.9084
6/30/2023 7:40:00,38292.07,40614.1,26.30371,26.11507,1.017625,26.39916,7.937201,106.5123,147.6701,0.5744383,7.974963,-56.0379,-34.66105,22.00665,0.018,80,754.9084
6/30/2023 7:50:00,38288.88,40603.13,26.29608,26.11725,1.017617,26.39204,7.993859,107.2858,148.7403,0.5645146,7.98226,-56.46706,-33.80751,22.01586,0.018,80,754.9084
6/30/2023 8:00:00,38268.12,40555.61,26.26276,26.13141,1.017583,26.36115,8.078426,108.4609,150.3617,0.5999789,7.987736,-56.79369,-25.71558,22.04691,0.018,80,754.9084
6/30/2023 8:10:00,38253.84,40549.04,26.25776,26.14116,1.017582,26.35688,7.995339,107.3218,148.7852,0.6694795,7.979954,-56.33593,-30.39574,22.03649,0,80,754.9084
6/30/2023 8:20:00,38219.36,40495.99,26.22016,26.16475,1.017549,26.32239,8.02573,107.7455,149.3676,0.6508295,7.98404,-56.57911,-36.74483,22.05662,0.018,80,754.9084
6/30/2023 8:30:00,38158.92,40473.74,26.2028,26.20619,1.017549,26.30793,8.002359,107.3216,148.7924,0.7500634,7.977776,-56.20241,-26.59058,22.00559,0.009,80,754.9084
6/30/2023 8:40:00,38103.6,40420.15,26.16412,26.24424,1.017522,26.2731,7.998595,107.2349,148.6738,0.8561382,7.97576,-56.0832,-20.80893,21.99938,0.009,80,754.9084
6/30/2023 8:50:00,38058.23,40385.39,26.13871,26.27553,1.017506,26.25051,7.887274,105.6955,146.5434,0.780646,7.964251,-55.40609,-13.88287,21.98304,0.018,80,754.9084
6/30/2023 9:00:00,38099.68,40443.04,26.17967,26.24694,1.017542,26.28798,7.782247,104.2814,144.5868,0.7797744,7.953189,-54.75521,-19.23298,21.96638,0.009,80,754.9084
6/30/2023 9:10:00,38080.96,40560.25,26.25931,26.25984,1.017647,26.36417,7.357055,98.33121,136.374,0.5153743,7.906584,-51.99671,-10.74767,21.79967,0.009,80,754.9084
6/30/2023 9:20:00,38058.5,40615.23,26.29614,26.27534,1.0177,26.3999,7.138738,95.26792,132.146,0.6155829,7.886169,-50.78554,-5.080452,21.70418,0.009,80,754.9084
6/30/2023 9:30:00,38074.29,40621,26.30066,26.26444,1.0177,26.40365,6.839372,91.29749,126.6359,0.5245684,7.876554,-50.22526,9.279495,21.71757,0.018,80,754.9084
6/30/2023 9:40:00,38070.18,40605.88,26.29017,26.26727,1.017688,26.39382,6.620904,88.39667,122.6096,0.2254592,7.864129,-49.50047,22.45928,21.73055,0.009,80,754.9084
6/30/2023 9:50:00,38071.07,40602.11,26.28762,26.26666,1.017685,26.39137,6.672455,89.09295,123.5743,0.5413213,7.888317,-50.91667,23.52024,21.73626,0.009,80,754.9084
6/30/2023 10:00:00,38092.18,40592.14,26.28156,26.25211,1.01767,26.38489,7.043736,94.1144,130.5309,0.5047972,7.879523,-50.40884,15.79548,21.77553,0.009,80,754.9084
6/30/2023 10:10:00,38141.82,40571.75,26.26937,26.21794,1.017637,26.37164,7.540179,100.9031,139.9262,0.1469771,7.923739,-53.01237,16.77061,21.86428,0.009,80,754.9084
6/30/2023 10:20:00,38237.41,40462.18,26.1976,26.1524,1.017514,26.30042,8.218662,110.4504,153.101,0.4420449,7.988468,-56.85091,3.428703,22.12126,0.009,80,754.9084
6/30/2023 10:30:00,38414.58,40550.07,26.264,26.03178,1.017532,26.35754,8.272562,111.4627,154.473,0.3630112,7.997628,-57.41119,9.2938,22.24277,0.018,80,754.9084
6/30/2023 10:40:00,38443.98,40563.32,26.27411,26.01187,1.017533,26.36616,8.315913,112.0975,155.3471,0.4409876,7.994302,-57.22046,8.468872,22.26452,0.018,80,754.9084
6/30/2023 10:50:00,38488.1,40555.7,26.27036,25.98206,1.017513,26.36121,8.398359,113.3419,157.0542,0.4690436,7.995059,-57.27768,7.15995,22.33079,0.018,80,754.9084
6/30/2023 11:00:00,38539.3,40567.76,26.28036,25.94754,1.017506,26.36905,8.519391,115.0883,159.4605,0.3879471,8.007249,-58.00247,5.147697,22.3821,0.018,80,754.9084
6/30/2023 11:10:00,38704.1,40619.95,26.32173,25.83706,1.017497,26.40297,8.354458,113.1898,156.7908,0.2222515,7.983914,-56.66256,2.899414,22.53061,0.018,80,754.9084
6/30/2023 11:20:00,38736.13,40625.66,26.32671,25.81569,1.017492,26.40668,8.30241,112.5573,155.9056,0.02782294,7.977098,-56.26917,3.814941,22.56489,0.018,80,754.9084
6/30/2023 11:30:00,38749.85,40610.48,26.3167,25.80655,1.017474,26.39681,8.417377,114.1839,158.1489,0.02448816,7.98799,-56.91528,0.932457,22.60124,0.018,80,754.9084
6/30/2023 11:40:00,14.07913,14.3193,0.005296463,71027.12,0.9972733,0.009307546,9.411148,112.8396,155.8663,0.01287665,6.870437,8.711815,84.27406,24.12186,0.054,83,754.9084
6/30/2023 11:40:00,38832.02,40606.36,26.31652,25.75194,1.017444,26.39414,8.607935,117.0019,162.0213,0.1545193,8.002653,-57.79743,0.002632141,22.71224,0.018,80,754.9084
6/30/2023 11:50:00,38922.58,40606.5,26.3195,25.69203,1.017414,26.39422,8.744522,119.1092,164.9063,0.05134856,8.010303,-58.2695,-2.71534,22.82884,0.018,80,754.9084
6/30/2023 12:00:00,38997.35,40591.61,26.31158,25.64277,1.017377,26.38455,8.847996,120.7612,167.1604,0.0500464,8.016533,-58.65812,-7.021187,22.94368,0.027,80,754.9084
6/30/2023 12:10:00,39044.16,40545.89,26.28147,25.61202,1.017322,26.35483,8.858803,121.1413,167.6524,0.02537663,8.012041,-58.41732,-3.022903,23.06085,0.027,80,754.9084
6/30/2023 12:20:00,39093.27,40477.55,26.23574,25.57985,1.017246,26.31041,8.810296,120.7659,167.0895,0.02567037,8.005461,-58.05969,-5.130524,23.2095,0.027,80,754.9084
6/30/2023 12:30:00,39135.03,40382.46,26.17126,25.55256,1.017149,26.2486,8.810583,121.0978,167.4973,0.02510718,8.001845,-57.88088,-5.759949,23.38269,0.027,80,754.9084
6/30/2023 12:40:00,39206.41,40307.58,26.12152,25.50603,1.017059,26.19993,8.823654,121.646,168.1995,0.02558968,8.000658,-57.8475,-6.885284,23.56968,0.027,80,754.9084
6/30/2023 12:50:00,39295.31,40226.34,26.06776,25.44833,1.016957,26.14712,8.883212,122.9041,169.8721,0.02817201,8.003092,-58.03347,-8.339638,23.78823,0.027,80,754.9084
6/30/2023 13:00:00,39352.45,40129.65,26.0023,25.41138,1.016852,26.08427,8.954182,124.2728,171.702,0.03850267,8.003932,-58.12168,-12.19486,23.98601,0.036,80,754.9084
6/30/2023 13:10:00,39479.57,40089.08,25.97751,25.32956,1.016771,26.0579,9.033886,125.843,173.8017,0.02528375,8.00814,-58.41255,-8.68058,24.20397,0.036,80,754.9084
6/30/2023 13:20:00,39548.99,39991.05,25.9112,25.2851,1.016659,25.99418,9.099522,127.1936,175.5957,0.02659375,8.012747,-58.72726,-8.606667,24.42126,0.045,80,754.9084
6/30/2023 13:30:00,39597.14,39874.64,25.83147,25.25435,1.016537,25.91852,9.163144,128.506,177.3359,0.0264792,8.014532,-58.87508,-4.682297,24.63563,0.045,80,754.9084
6/30/2023 13:40:00,39586.2,39714.05,25.7195,25.26133,1.016396,25.81413,9.269588,130.3608,179.8282,0.02354889,8.01932,-59.19695,-3.435371,24.83146,0.045,80,754.9084
6/30/2023 13:50:00,39682.61,39656.66,25.68178,25.19995,1.016309,25.77683,9.425251,132.9902,183.3836,0.02317986,8.029882,-59.86214,-2.043007,25.03427,0.054,80,754.9084
6/30/2023 14:00:00,39805.93,39622.23,25.66056,25.12189,1.016232,25.75445,9.532757,134.9786,186.0497,0.02603241,8.036182,-60.27699,2.486946,25.24273,0.054,80,754.9084
6/30/2023 14:10:00,39909.23,39565.11,25.62297,25.05686,1.016141,25.71732,9.63474,136.8969,188.6147,0.02413749,8.041574,-60.63938,2.782585,25.45537,0.054,80,754.9084
6/30/2023 14:20:00,39855.12,39333,25.45982,25.09088,1.015947,25.56645,9.728321,138.6713,190.9681,0.02451962,8.044774,-60.8778,4.968887,25.69499,0.054,80,754.9084
6/30/2023 14:30:00,39895.54,39236.46,25.39321,25.06546,1.015843,25.5037,9.843119,140.7009,193.6909,0.02622837,8.049645,-61.20443,9.556061,25.87945,0.063,80,754.9084
6/30/2023 14:40:00,39959.25,39160.9,25.34165,25.0255,1.015748,25.45459,9.821783,140.8091,193.7656,0.02138661,8.054298,-61.51915,9.899384,26.06734,0.072,80,754.9084
6/30/2023 14:50:00,39943.34,39050.94,25.26446,25.03546,1.015651,25.38311,9.942949,142.8,196.4532,0.02424016,8.048874,-61.22351,14.77027,26.19645,0.072,80,754.9084
6/30/2023 15:00:00,40108.7,39308.37,25.44765,24.93225,1.015828,25.55044,9.512753,136.4572,187.7776,0.02229567,8.059162,-61.80763,18.4753,26.06599,0.081,80,754.9084
6/30/2023 15:10:00,40200.48,39446.53,25.54607,24.87532,1.015921,25.64024,10.02068,143.6624,197.719,0.02034627,8.116947,-65.22417,20.36596,26.00069,0.081,80,754.9084
6/30/2023 15:20:00,40279.66,39423.37,25.5314,24.82643,1.015869,25.62519,10.62448,152.663,210.0475,0.02315299,8.11773,-65.30046,20.03217,26.13719,0.081,80,754.9084
6/30/2023 15:30:00,40419.64,39389.48,25.51029,24.74045,1.015783,25.60316,11.08208,159.8528,219.8342,0.02367731,8.146725,-67.0743,17.99131,26.36927,0.081,80,754.9084
6/30/2023 15:40:00,40396.25,39270.3,25.42635,24.75477,1.01568,25.5257,11.18431,161.6147,222.1959,0.02659523,8.165075,-68.19487,12.09522,26.50114,0.081,80,754.9084
6/30/2023 15:50:00,40482.22,39327.16,25.46774,24.7022,1.0157,25.56266,11.36249,164.3304,225.9122,0.02097701,8.204828,-70.56713,20.46133,26.53773,0.09,80,754.9084
6/30/2023 16:00:00,40446.18,39195.04,25.37445,24.72421,1.01559,25.47677,11.75696,170.3332,234.0986,0.02423837,8.232193,-72.22652,20.05602,26.67126,0.09,80,754.9084
6/30/2023 16:10:00,40336.09,38756.17,25.06472,24.7917,1.015216,25.19151,12.73997,185.7086,254.9765,0.02411118,8.291542,-75.87433,11.00564,27.13432,0.099,80,754.9084
6/30/2023 16:20:00,39850.23,38268.93,24.71537,25.09396,1.014945,24.8748,11.23399,163.5161,224.4922,0.02560055,8.189833,-69.82088,14.59145,27.16339,0.09,80,754.9084
6/30/2023 16:30:00,39126.17,37938.03,24.47215,25.55834,1.014923,24.65972,10.6532,153.4776,210.9471,0.05483408,8.114405,-65.21225,11.225,26.63968,0.09,80,754.9084
6/30/2023 16:40:00,39455.42,38394.57,24.79675,25.34506,1.015225,24.95647,10.16465,146.2241,201.0591,0.02559127,8.139936,-66.68806,13.90243,26.4466,0.081,80,754.9084
6/30/2023 16:50:00,38740.13,38170.34,24.62704,25.81302,1.015296,24.81072,9.865025,140.1673,192.9946,0.2017418,8.080331,-63.00449,9.720573,25.78154,0.072,80,754.9084
6/30/2023 17:00:00,38752.06,38152.47,24.61484,25.80508,1.015275,24.79911,9.844503,139.9656,192.7009,0.2176438,8.075241,-62.71124,6.702187,25.82281,0.072,80,754.9084
6/30/2023 17:10:00,37939.4,37682.93,24.27231,26.35782,1.015155,24.49391,10.99186,154.7208,213.2141,1.468292,8.224096,-71.43021,-5.092377,25.35633,0.072,80,754.9084
6/30/2023 17:20:00,37755.7,37721.62,24.29519,26.48607,1.015263,24.51905,11.45606,160.4103,221.1883,1.459799,8.238845,-72.22891,-21.34299,25.0473,0.054,80,754.9084
6/30/2023 17:30:00,37652.41,37756.66,24.31714,26.55873,1.015335,24.54183,11.37271,158.7303,218.9528,1.436947,8.235356,-71.97618,-53.34353,24.85543,0.045,80,754.9084
6/30/2023 17:40:00,36974.26,37535.28,24.14839,27.04584,1.01539,24.39793,11.70318,161.3662,222.8572,2.126329,8.299265,-75.59299,-77.94833,24.21746,0.045,80,754.9084
6/30/2023 17:50:00,37087.96,37777.21,24.31781,26.96293,1.015566,24.55519,11.81067,162.5097,224.508,1.823562,8.276802,-74.22447,-66.20145,24.04475,0.036,80,754.9084
