"Date_collected","Site","State","Quadrat","Height","Survival_status","Season"
2023-10-05,"FENC","CT",1,92.81,"Live","fall"
2023-10-05,"FENC","CT",1,40.16,"Live","fall"
2023-10-05,"FENC","CT",1,57.91,"Live","fall"
2023-10-05,"FENC","CT",1,61.58,"Live","fall"
2023-10-05,"FENC","CT",1,104.28,"Live","fall"
2023-10-05,"FENC","CT",1,71.22,"Live","fall"
2023-10-05,"FENC","CT",1,52.24,"Live","fall"
2023-10-05,"FENC","CT",1,40.76,"Live","fall"
2023-10-05,"FENC","CT",2,116.3,"Live","fall"
2023-10-05,"FENC","CT",2,97.15,"Live","fall"
2023-10-05,"FENC","CT",2,101.66,"Live","fall"
2023-10-05,"FENC","CT",2,31.29,"Live","fall"
2023-10-05,"FENC","CT",2,60.93,"Live","fall"
2023-10-05,"FENC","CT",2,48.68,"Live","fall"
2023-10-05,"FENC","CT",2,78.88,"Live","fall"
2023-10-05,"FENC","CT",2,21.44,"Live","fall"
2023-10-05,"FENC","CT",2,16.84,"Live","fall"
2023-10-05,"FENC","CT",2,96.08,"Live","fall"
2023-10-05,"FENC","CT",2,50.17,"Live","fall"
2023-10-05,"FENC","CT",2,12.98,"Live","fall"
2023-10-05,"FENC","CT",2,30.53,"Live","fall"
2023-10-05,"FENC","CT",2,88.21,"Live","fall"
2023-10-05,"FENC","CT",2,8.1,"Live","fall"
2023-10-05,"FENC","CT",2,28.23,"Live","fall"
2023-10-05,"FENC","CT",2,35.38,"Live","fall"
2023-10-05,"FENC","CT",2,115.5,"Live","fall"
2023-10-05,"FENC","CT",2,54.14,"Live","fall"
2023-10-05,"FENC","CT",2,117.57,"Live","fall"
2023-10-05,"FENC","CT",2,65.89,"Live","fall"
2023-10-05,"FENC","CT",2,29.53,"Live","fall"
2023-10-05,"FENC","CT",2,88.3,"Live","fall"
2023-10-05,"FENC","CT",2,100.42,"Live","fall"
2023-10-05,"FENC","CT",2,78.66,"Live","fall"
2023-10-05,"FENC","CT",2,100.32,"Live","fall"
2023-10-05,"FENC","CT",2,5.6,"Live","fall"
2023-10-05,"FENC","CT",2,41.95,"Live","fall"
2023-10-05,"FENC","CT",2,97.4,"Live","fall"
2023-10-05,"FENC","CT",2,83.03,"Live","fall"
2023-10-05,"FENC","CT",2,97.6,"Live","fall"
2023-10-05,"FENC","CT",2,51.01,"Live","fall"
2023-10-05,"FENC","CT",3,67.7,"Live","fall"
2023-10-05,"FENC","CT",3,94.02,"Live","fall"
2023-10-05,"FENC","CT",3,52.28,"Live","fall"
2023-10-05,"FENC","CT",3,118.5,"Live","fall"
2023-10-05,"FENC","CT",3,10.78,"Live","fall"
2023-10-05,"FENC","CT",3,48.83,"Live","fall"
2023-10-05,"FENC","CT",3,45.03,"Live","fall"
2023-10-05,"FENC","CT",3,73.52,"Live","fall"
2023-10-05,"FENC","CT",3,48.26,"Live","fall"
2023-10-05,"FENC","CT",3,79.22,"Live","fall"
2023-10-05,"FENC","CT",3,72.5,"Live","fall"
2023-10-05,"FENC","CT",3,31.48,"Live","fall"
2023-10-05,"FENC","CT",3,150.83,"Live","fall"
2023-10-05,"FENC","CT",3,49.64,"Live","fall"
2023-10-05,"FENC","CT",3,61.15,"Live","fall"
2023-10-05,"FENC","CT",3,73.81,"Live","fall"
2023-10-05,"FENC","CT",3,117.78,"Live","fall"
2023-10-05,"FENC","CT",3,123.48,"Live","fall"
2023-10-05,"FENC","CT",3,70.2,"Live","fall"
2023-10-05,"FENC","CT",3,79.42,"Live","fall"
2023-10-05,"FENC","CT",3,75.55,"Live","fall"
2023-10-05,"FENC","CT",3,119.4,"Live","fall"
2023-10-05,"FENC","CT",3,113.24,"Live","fall"
2023-10-05,"FENC","CT",3,51.39,"Live","fall"
2023-10-05,"FENC","CT",3,31.15,"Live","fall"
2023-10-05,"FENC","CT",3,153.85,"Live","fall"
2023-10-05,"FENC","CT",3,48.95,"Live","fall"
2023-10-05,"FENC","CT",3,45.77,"Live","fall"
2023-10-05,"FENC","CT",3,123.04,"Live","fall"
2023-10-05,"FENC","CT",3,57.85,"Live","fall"
2023-10-05,"FENC","CT",3,108.2,"Live","fall"
2023-10-05,"FENC","CT",3,38.23,"Live","fall"
2023-10-05,"FENC","CT",3,94.81,"Live","fall"
2023-10-05,"FENC","CT",3,52.1,"Live","fall"
2023-10-05,"FENC","CT",3,123.24,"Live","fall"
2023-10-05,"FENC","CT",3,95.63,"Live","fall"
2023-10-05,"FENC","CT",3,67.73,"Live","fall"
2023-10-05,"FENC","CT",3,104.74,"Live","fall"
2023-10-05,"FENC","CT",3,134.84,"Live","fall"
2023-10-05,"FENC","CT",3,63.98,"Live","fall"
2023-10-05,"FENC","CT",3,37.11,"Live","fall"
2023-10-05,"FENC","CT",3,49.21,"Live","fall"
2023-10-05,"FENC","CT",3,36.93,"Live","fall"
2023-10-05,"FENC","CT",3,11.29,"Live","fall"
2023-10-05,"FENC","CT",3,102.48,"Live","fall"
2023-10-05,"FENC","CT",3,99.95,"Live","fall"
2023-10-05,"FENC","CT",3,75.26,"Live","fall"
2023-10-05,"FENC","CT",3,40.16,"Live","fall"
2023-10-05,"FENC","CT",3,10.38,"Live","fall"
2023-10-05,"FENC","CT",3,13.96,"Live","fall"
2023-10-05,"FENC","CT",3,153.77,"Live","fall"
2023-10-05,"FENC","CT",3,84.4,"Live","fall"
2023-10-05,"FENC","CT",3,69.5,"Live","fall"
2023-10-05,"FENC","CT",3,26,"Live","fall"
2023-10-05,"FENC","CT",3,104.27,"Live","fall"
2023-10-05,"FENC","CT",3,100.84,"Live","fall"
2023-10-05,"FENC","CT",3,69.9,"Live","fall"
2023-10-05,"FENC","CT",3,43.92,"Live","fall"
2023-10-05,"FENC","CT",3,59.29,"Live","fall"
2023-10-05,"FENC","CT",3,41.16,"Live","fall"
2023-10-05,"FENC","CT",3,120.76,"Live","fall"
2023-10-05,"FENC","CT",3,22.97,"Live","fall"
2023-10-05,"FENC","CT",3,87.07,"Live","fall"
2023-10-05,"FENC","CT",3,61.79,"Live","fall"
2023-10-05,"FENC","CT",3,172.68,"Live","fall"
2023-10-05,"FENC","CT",3,183.15,"Live","fall"
2023-10-05,"FENC","CT",3,50.6,"Live","fall"
2023-10-05,"FENC","CT",3,42.58,"Live","fall"
2023-10-05,"FENC","CT",3,93.22,"Live","fall"
2023-10-05,"FENC","CT",3,136.2,"Live","fall"
2023-10-05,"FENC","CT",3,49.72,"Live","fall"
2023-10-05,"FENC","CT",3,66.35,"Live","fall"
2023-10-05,"FENC","CT",3,140.47,"Live","fall"
2023-10-05,"FENC","CT",3,60.21,"Live","fall"
2023-10-05,"FENC","CT",3,78.11,"Live","fall"
2023-10-05,"FENC","CT",3,51.94,"Live","fall"
2023-10-05,"FENC","CT",3,36.33,"Live","fall"
2023-10-05,"FENC","CT",3,61.22,"Live","fall"
2023-10-05,"FENC","CT",3,51.86,"Live","fall"
2023-10-05,"FENC","CT",3,18.13,"Live","fall"
2023-10-05,"FENC","CT",4,47.03,"Live","fall"
2023-10-05,"FENC","CT",4,51.4,"Live","fall"
2023-10-05,"FENC","CT",4,59.54,"Live","fall"
2023-10-05,"FENC","CT",4,44.97,"Live","fall"
2023-10-05,"FENC","CT",4,51.52,"Live","fall"
2023-10-05,"FENC","CT",4,65.88,"Live","fall"
2023-10-05,"FENC","CT",4,73.73,"Live","fall"
2023-10-05,"FENC","CT",4,38.48,"Live","fall"
2023-10-05,"FENC","CT",4,70.86,"Live","fall"
2023-10-05,"FENC","CT",4,38.63,"Live","fall"
2023-10-05,"FENC","CT",4,47.43,"Live","fall"
2023-10-05,"FENC","CT",4,46.56,"Live","fall"
2023-10-05,"FENC","CT",4,10.24,"Live","fall"
2023-10-05,"FENC","CT",4,77.2,"Live","fall"
2023-10-05,"FENC","CT",4,47.95,"Live","fall"
2023-10-05,"FENC","CT",4,47.85,"Live","fall"
2023-10-05,"FENC","CT",4,12.44,"Live","fall"
2023-10-05,"FENC","CT",4,60.56,"Live","fall"
2023-10-05,"FENC","CT",4,88.2,"Live","fall"
2023-10-05,"FENC","CT",4,42.13,"Live","fall"
2023-10-05,"FENC","CT",4,50.13,"Live","fall"
2023-10-05,"FENC","CT",4,68.56,"Live","fall"
2023-10-05,"FENC","CT",4,11.35,"Live","fall"
2023-10-05,"FENC","CT",4,15.78,"Live","fall"
2023-10-05,"FENC","CT",4,68.51,"Live","fall"
2023-10-05,"FENC","CT",4,47.7,"Live","fall"
2023-10-05,"FENC","CT",4,43.08,"Live","fall"
2023-10-05,"FENC","CT",4,85.16,"Live","fall"
2023-10-05,"FENC","CT",4,52.43,"Live","fall"
2023-10-05,"FENC","CT",4,38.59,"Live","fall"
2023-10-05,"FENC","CT",4,50.08,"Live","fall"
2023-10-05,"FENC","CT",4,49.24,"Live","fall"
2023-10-05,"FENC","CT",4,44.42,"Live","fall"
2023-10-05,"FENC","CT",4,41.83,"Live","fall"
2023-10-05,"FENC","CT",4,9.51,"Live","fall"
2023-10-05,"FENC","CT",4,64.82,"Live","fall"
2023-10-05,"FENC","CT",4,18.25,"Live","fall"
2023-10-05,"FENC","CT",4,8.77,"Live","fall"
2023-10-05,"FENC","CT",4,51.75,"Live","fall"
2023-10-05,"FENC","CT",4,13.51,"Live","fall"
2023-10-05,"FENC","CT",4,9.49,"Live","fall"
2023-10-05,"FENC","CT",4,74.51,"Live","fall"
2023-10-05,"FENC","CT",4,8.94,"Live","fall"
2023-10-05,"FENC","CT",4,18.58,"Live","fall"
2023-10-05,"FENC","CT",4,12.95,"Live","fall"
2023-10-05,"FENC","CT",4,11.3,"Live","fall"
2023-10-05,"FENC","CT",4,53.47,"Live","fall"
2023-10-05,"FENC","CT",4,118.33,"Live","fall"
2023-10-05,"FENC","CT",4,46.11,"Live","fall"
2023-10-05,"FENC","CT",4,54.82,"Live","fall"
2023-10-05,"FENC","CT",4,33,"Live","fall"
2023-10-05,"FENC","CT",4,49.4,"Live","fall"
2023-10-05,"FENC","CT",4,13.1,"Live","fall"
2023-10-05,"FENC","CT",4,17.2,"Live","fall"
2023-10-05,"FENC","CT",4,42.76,"Live","fall"
2023-10-05,"FENC","CT",4,11.42,"Live","fall"
2023-10-05,"FENC","CT",4,69.24,"Live","fall"
2023-10-05,"FENC","CT",4,6.97,"Live","fall"
2023-10-05,"FENC","CT",4,19.43,"Live","fall"
2023-10-05,"FENC","CT",5,44.23,"Live","fall"
2023-10-05,"FENC","CT",5,18.19,"Live","fall"
2023-10-05,"FENC","CT",5,25.31,"Live","fall"
2023-10-05,"FENC","CT",5,31.47,"Live","fall"
2023-10-05,"FENC","CT",6,117.01,"Live","fall"
2023-10-05,"FENC","CT",6,95.81,"Live","fall"
2023-10-05,"FENC","CT",6,104.3,"Live","fall"
2023-10-05,"FENC","CT",6,46.94,"Live","fall"
2023-10-05,"FENC","CT",6,47.25,"Live","fall"
2023-10-05,"FENC","CT",6,42.66,"Live","fall"
2023-10-05,"FENC","CT",6,37.54,"Live","fall"
2023-10-05,"FENC","CT",6,121.06,"Live","fall"
2023-10-05,"FENC","CT",6,8.63,"Live","fall"
2023-10-05,"FENC","CT",6,8.57,"Live","fall"
2023-10-05,"FENC","CT",6,121.19,"Live","fall"
2023-10-05,"FENC","CT",6,46.7,"Live","fall"
2023-10-05,"FENC","CT",6,5.08,"Live","fall"
2023-10-05,"FENC","CT",6,7.23,"Live","fall"
2023-10-05,"FENC","CT",6,5.4,"Live","fall"
2023-10-05,"FENC","CT",6,152.1,"Live","fall"
2023-10-05,"FENC","CT",7,98.38,"Live","fall"
2023-10-05,"FENC","CT",7,95.44,"Live","fall"
2023-10-05,"FENC","CT",7,90.61,"Live","fall"
2023-10-05,"FENC","CT",7,56.97,"Live","fall"
2023-10-05,"FENC","CT",7,55.97,"Live","fall"
2023-10-05,"FENC","CT",7,131.77,"Live","fall"
2023-10-05,"FENC","CT",7,107.26,"Live","fall"
2023-10-05,"FENC","CT",7,24.19,"Live","fall"
2023-10-05,"FENC","CT",7,63.62,"Live","fall"
2023-10-05,"FENC","CT",7,49.46,"Live","fall"
2023-10-05,"FENC","CT",7,51.46,"Live","fall"
2023-10-05,"FENC","CT",7,97.57,"Live","fall"
2023-10-05,"FENC","CT",7,31.31,"Live","fall"
2023-10-05,"FENC","CT",7,104.99,"Live","fall"
2023-10-05,"FENC","CT",7,116.83,"Live","fall"
2023-10-05,"FENC","CT",7,30.81,"Live","fall"
2023-10-05,"FENC","CT",7,38.52,"Live","fall"
2023-10-05,"FENC","CT",7,60.53,"Live","fall"
2023-10-05,"FENC","CT",7,34.77,"Live","fall"
2023-10-05,"FENC","CT",7,38.87,"Live","fall"
2023-10-05,"FENC","CT",7,100.3,"Live","fall"
2023-10-05,"FENC","CT",7,59.75,"Live","fall"
2023-10-05,"FENC","CT",7,48.72,"Live","fall"
2023-10-05,"FENC","CT",7,65.48,"Live","fall"
2023-10-05,"FENC","CT",7,64,"Live","fall"
2023-10-05,"FENC","CT",7,77.9,"Live","fall"
2023-10-05,"FENC","CT",7,85.13,"Live","fall"
2023-10-05,"FENC","CT",7,119.98,"Live","fall"
2023-10-05,"FENC","CT",7,102.77,"Live","fall"
2023-10-05,"FENC","CT",7,72.56,"Live","fall"
2023-10-05,"FENC","CT",7,53.87,"Live","fall"
2023-10-05,"FENC","CT",7,79.08,"Live","fall"
2023-10-05,"FENC","CT",7,39.96,"Live","fall"
2023-10-05,"FENC","CT",7,42.1,"Live","fall"
2023-10-05,"FENC","CT",7,100.49,"Live","fall"
2023-10-05,"FENC","CT",7,99.72,"Live","fall"
2023-10-05,"FENC","CT",7,103.05,"Live","fall"
2023-10-05,"FENC","CT",7,70.87,"Live","fall"
2023-10-05,"FENC","CT",7,63.37,"Live","fall"
2023-10-05,"FENC","CT",7,62.02,"Live","fall"
2023-10-05,"FENC","CT",7,64.38,"Live","fall"
2023-10-05,"FENC","CT",7,31.04,"Live","fall"
2023-10-05,"FENC","CT",7,44.84,"Live","fall"
2023-10-05,"FENC","CT",7,53.8,"Live","fall"
2023-10-05,"FENC","CT",7,98.83,"Live","fall"
2023-10-05,"FENC","CT",7,68.23,"Live","fall"
2023-10-05,"FENC","CT",7,43.5,"Live","fall"
2023-10-05,"FENC","CT",7,101.48,"Live","fall"
2023-10-05,"FENC","CT",7,65.37,"Live","fall"
2023-10-05,"FENC","CT",7,77.09,"Live","fall"
2023-10-05,"FENC","CT",7,40.69,"Live","fall"
2023-10-05,"FENC","CT",7,45.84,"Live","fall"
2023-10-05,"FENC","CT",7,57.25,"Live","fall"
2023-10-05,"FENC","CT",7,81.87,"Live","fall"
2023-10-05,"FENC","CT",7,75.45,"Live","fall"
2023-10-05,"FENC","CT",7,73.48,"Live","fall"
2023-10-05,"FENC","CT",7,41.25,"Live","fall"
2023-10-05,"FENC","CT",7,107.01,"Live","fall"
2023-10-05,"FENC","CT",7,54.96,"Live","fall"
2023-10-05,"FENC","CT",7,69.87,"Live","fall"
2023-10-05,"FENC","CT",7,38.31,"Live","fall"
2023-10-05,"FENC","CT",7,38.6,"Live","fall"
2023-10-05,"FENC","CT",7,103.89,"Live","fall"
2023-10-05,"FENC","CT",7,89.58,"Live","fall"
2023-10-05,"FENC","CT",7,58.96,"Live","fall"
2023-10-05,"FENC","CT",7,82.21,"Live","fall"
2023-10-05,"FENC","CT",7,71.6,"Live","fall"
2023-10-05,"FENC","CT",8,82.16,"Live","fall"
2023-10-05,"FENC","CT",8,34.54,"Live","fall"
2023-10-05,"FENC","CT",8,89.52,"Live","fall"
2023-10-05,"FENC","CT",8,48.35,"Live","fall"
2023-10-05,"FENC","CT",8,23.87,"Live","fall"
2023-10-05,"FENC","CT",8,32.58,"Live","fall"
2023-10-05,"FENC","CT",8,169,"Live","fall"
2023-10-05,"FENC","CT",8,58.46,"Live","fall"
2023-10-05,"FENC","CT",8,32.03,"Live","fall"
2023-10-05,"FENC","CT",8,123.91,"Live","fall"
2023-10-05,"FENC","CT",8,59.3,"Live","fall"
2023-10-05,"FENC","CT",8,63.38,"Live","fall"
2023-10-05,"FENC","CT",8,100.01,"Live","fall"
2023-10-05,"FENC","CT",8,120.51,"Live","fall"
2023-10-05,"FENC","CT",8,111.93,"Live","fall"
2023-10-05,"FENC","CT",8,15.22,"Live","fall"
2023-10-05,"FENC","CT",8,42.64,"Live","fall"
2023-10-05,"FENC","CT",8,98.91,"Live","fall"
2023-10-05,"FENC","CT",8,62.54,"Live","fall"
2023-10-05,"FENC","CT",8,23.66,"Live","fall"
2023-10-05,"FENC","CT",8,10.25,"Live","fall"
2023-10-05,"FENC","CT",8,39.63,"Live","fall"
2023-10-05,"FENC","CT",8,97.87,"Live","fall"
2023-10-05,"FENC","CT",8,78.54,"Live","fall"
2023-10-05,"FENC","CT",8,55.65,"Live","fall"
2023-10-05,"FENC","CT",8,58.34,"Live","fall"
2023-10-05,"FENC","CT",8,103.18,"Live","fall"
2023-10-05,"FENC","CT",8,74.62,"Live","fall"
2023-10-05,"FENC","CT",8,51.15,"Live","fall"
2023-10-05,"FENC","CT",8,78.59,"Live","fall"
2023-10-05,"FENC","CT",8,91.71,"Live","fall"
2023-10-05,"FENC","CT",8,16.28,"Live","fall"
2023-10-05,"FENC","CT",8,26.07,"Live","fall"
2023-10-05,"FENC","CT",8,83.27,"Live","fall"
2023-10-05,"FENC","CT",8,13.39,"Live","fall"
2023-10-05,"FENC","CT",8,124.47,"Live","fall"
2023-10-05,"FENC","CT",8,125.72,"Live","fall"
2023-10-05,"FENC","CT",8,43.51,"Live","fall"
2023-10-05,"FENC","CT",8,31.36,"Live","fall"
2023-10-05,"FENC","CT",8,25.9,"Live","fall"
2023-10-05,"FENC","CT",8,64.42,"Live","fall"
2023-10-05,"FENC","CT",8,33.64,"Live","fall"
2023-10-05,"FENC","CT",8,26.65,"Live","fall"
2023-10-05,"FENC","CT",8,37.35,"Live","fall"
2023-10-05,"FENC","CT",8,75.17,"Live","fall"
2023-10-05,"FENC","CT",8,16.27,"Live","fall"
2023-10-05,"FENC","CT",8,107.9,"Live","fall"
2023-10-05,"FENC","CT",8,98.4,"Live","fall"
2023-10-05,"FENC","CT",8,27.76,"Live","fall"
2023-10-05,"FENC","CT",8,49.36,"Live","fall"
2023-10-05,"FENC","CT",8,31.42,"Live","fall"
2023-10-05,"FENC","CT",8,65.77,"Live","fall"
2023-10-05,"FENC","CT",8,82.7,"Live","fall"
2023-10-05,"FENC","CT",8,49.3,"Live","fall"
2023-10-05,"FENC","CT",8,44.29,"Live","fall"
2023-10-05,"FENC","CT",8,88.45,"Live","fall"
2023-10-05,"FENC","CT",8,90.95,"Live","fall"
2023-10-05,"FENC","CT",8,89.79,"Live","fall"
2023-10-05,"FENC","CT",8,40.47,"Live","fall"
2023-10-05,"FENC","CT",8,51.38,"Live","fall"
2023-10-05,"FENC","CT",8,77.71,"Live","fall"
2023-10-05,"FENC","CT",8,47.15,"Live","fall"
2023-10-05,"FENC","CT",8,112.37,"Live","fall"
2023-10-05,"FENC","CT",8,36.53,"Live","fall"
2023-10-05,"FENC","CT",8,98.82,"Live","fall"
2023-10-05,"FENC","CT",8,63.43,"Live","fall"
2023-10-05,"FENC","CT",8,33.33,"Live","fall"
2023-10-05,"FENC","CT",8,77.44,"Live","fall"
2023-10-05,"FENC","CT",8,31.14,"Live","fall"
2023-10-05,"FENC","CT",8,57.65,"Live","fall"
2023-10-05,"FENC","CT",8,41.11,"Live","fall"
2023-10-05,"FENC","CT",8,122.32,"Live","fall"
2023-10-05,"FENC","CT",8,59.71,"Live","fall"
2023-10-05,"FENC","CT",8,58.24,"Live","fall"
2023-10-05,"FENC","CT",8,35.93,"Live","fall"
2023-10-05,"FENC","CT",8,63.08,"Live","fall"
2023-10-05,"FENC","CT",8,104.65,"Live","fall"
2023-10-05,"FENC","CT",8,75.43,"Live","fall"
2023-10-05,"FENC","CT",8,46.16,"Live","fall"
2023-10-05,"FENC","CT",8,34.06,"Live","fall"
2023-10-05,"FENC","CT",8,110.58,"Live","fall"
2023-10-05,"FENC","CT",9,134.41,"Live","fall"
2023-10-05,"FENC","CT",9,46.22,"Live","fall"
2023-10-05,"FENC","CT",9,139.1,"Live","fall"
2023-10-05,"FENC","CT",9,59.7,"Live","fall"
2023-10-05,"FENC","CT",9,32.24,"Live","fall"
2023-10-05,"FENC","CT",9,81.95,"Live","fall"
2023-10-05,"FENC","CT",9,78.2,"Live","fall"
2023-10-05,"FENC","CT",9,21.08,"Live","fall"
2023-10-05,"FENC","CT",9,68.85,"Live","fall"
2023-10-05,"FENC","CT",9,44.93,"Live","fall"
2023-10-05,"FENC","CT",9,65.51,"Live","fall"
2023-10-05,"FENC","CT",9,99.45,"Live","fall"
2023-10-05,"FENC","CT",9,31.74,"Live","fall"
2023-10-05,"FENC","CT",9,55.33,"Live","fall"
2023-10-05,"FENC","CT",9,84.71,"Live","fall"
2023-10-05,"FENC","CT",9,50.27,"Live","fall"
2023-10-05,"FENC","CT",9,72.28,"Live","fall"
2023-10-05,"FENC","CT",9,35.54,"Live","fall"
2023-10-05,"FENC","CT",9,94.35,"Live","fall"
2023-10-05,"FENC","CT",9,94.87,"Live","fall"
2023-10-05,"FENC","CT",9,139.67,"Live","fall"
2023-10-05,"FENC","CT",11,97.39,"Live","fall"
2023-10-05,"FENC","CT",11,43.32,"Live","fall"
2023-10-05,"FENC","CT",11,38.21,"Live","fall"
2023-10-05,"FENC","CT",11,147.1,"Live","fall"
2023-10-05,"FENC","CT",11,125.16,"Live","fall"
2023-10-05,"FENC","CT",11,105.72,"Live","fall"
2023-10-05,"FENC","CT",11,49.02,"Live","fall"
2023-10-05,"FENC","CT",11,41.06,"Live","fall"
2023-10-05,"FENC","CT",11,31.24,"Live","fall"
2023-10-05,"FENC","CT",11,175,"Live","fall"
2023-10-05,"FENC","CT",11,95.06,"Live","fall"
2023-10-05,"FENC","CT",11,145.76,"Live","fall"
2023-10-05,"FENC","CT",11,25.35,"Live","fall"
2023-10-05,"FENC","CT",11,144.06,"Live","fall"
2023-10-05,"FENC","CT",11,43.26,"Live","fall"
2023-10-05,"FENC","CT",11,41.26,"Live","fall"
2023-10-05,"FENC","CT",11,168,"Live","fall"
2023-10-05,"FENC","CT",11,49.37,"Live","fall"
2023-10-05,"FENC","CT",11,94.16,"Live","fall"
2023-10-05,"FENC","CT",11,189,"Live","fall"
2023-10-05,"FENC","CT",11,57.2,"Live","fall"
2023-10-05,"FENC","CT",11,10.12,"Live","fall"
2023-10-05,"FENC","CT",12,49.64,"Live","fall"
2023-10-05,"FENC","CT",12,95.56,"Live","fall"
2023-10-05,"FENC","CT",12,54.83,"Live","fall"
2023-10-05,"FENC","CT",12,85.07,"Live","fall"
2023-10-05,"FENC","CT",12,56.03,"Live","fall"
2023-10-05,"FENC","CT",12,56.15,"Live","fall"
2023-10-05,"FENC","CT",12,31.81,"Live","fall"
2023-10-05,"FENC","CT",12,105.69,"Live","fall"
2023-10-05,"FENC","CT",12,96.32,"Live","fall"
2023-10-05,"FENC","CT",12,96.66,"Live","fall"
2023-10-05,"FENC","CT",12,122.99,"Live","fall"
2023-10-05,"FENC","CT",12,43.03,"Live","fall"
2023-10-05,"FENC","CT",12,12.75,"Live","fall"
2023-10-05,"FENC","CT",12,26.9,"Live","fall"
2023-10-05,"FENC","CT",12,14.51,"Live","fall"
2023-10-05,"FENC","CT",12,14.51,"Live","fall"
2023-10-05,"FENC","CT",12,14.5,"Live","fall"
2023-10-05,"FENC","CT",12,10.42,"Live","fall"
2023-10-05,"FENC","CT",12,48.69,"Live","fall"
2023-10-05,"FENC","CT",12,39.19,"Live","fall"
2023-10-05,"FENC","CT",12,44.79,"Live","fall"
2023-10-05,"FENC","CT",12,115.02,"Live","fall"
2023-10-05,"FENC","CT",12,8.18,"Live","fall"
2023-10-05,"FENC","CT",12,46.57,"Live","fall"
2023-10-05,"FENC","CT",12,51.84,"Live","fall"
2023-10-05,"FENC","CT",12,53.24,"Live","fall"
2023-10-05,"FENC","CT",12,51.16,"Live","fall"
2023-10-05,"FENC","CT",12,94.69,"Live","fall"
2023-10-16,"GOLD","NY",1,94.73,"Live","fall"
2023-10-16,"GOLD","NY",1,137.2,"Live","fall"
2023-10-16,"GOLD","NY",1,139.56,"Live","fall"
2023-10-16,"GOLD","NY",1,122.91,"Live","fall"
2023-10-16,"GOLD","NY",1,102.79,"Live","fall"
2023-10-16,"GOLD","NY",1,86.84,"Live","fall"
2023-10-16,"GOLD","NY",1,80.97,"Live","fall"
2023-10-16,"GOLD","NY",1,159.97,"Live","fall"
2023-10-16,"GOLD","NY",1,149.02,"Live","fall"
2023-10-16,"GOLD","NY",1,137.14,"Live","fall"
2023-10-16,"GOLD","NY",1,89.18,"Live","fall"
2023-10-16,"GOLD","NY",1,77.39,"Live","fall"
2023-10-16,"GOLD","NY",1,120.12,"Live","fall"
2023-10-16,"GOLD","NY",1,123.22,"Live","fall"
2023-10-16,"GOLD","NY",1,89.62,"Live","fall"
2023-10-16,"GOLD","NY",1,154.2,"Live","fall"
2023-10-16,"GOLD","NY",1,114.85,"Live","fall"
2023-10-16,"GOLD","NY",1,103.54,"Live","fall"
2023-10-16,"GOLD","NY",1,125.36,"Live","fall"
2023-10-16,"GOLD","NY",1,143.8,"Live","fall"
2023-10-16,"GOLD","NY",2,134.48,"Live","fall"
2023-10-16,"GOLD","NY",2,108.39,"Live","fall"
2023-10-16,"GOLD","NY",2,91.77,"Live","fall"
2023-10-16,"GOLD","NY",2,84.96,"Live","fall"
2023-10-16,"GOLD","NY",2,97.54,"Live","fall"
2023-10-16,"GOLD","NY",2,101.34,"Live","fall"
2023-10-16,"GOLD","NY",2,115.06,"Live","fall"
2023-10-16,"GOLD","NY",2,55.34,"Live","fall"
2023-10-16,"GOLD","NY",2,77.34,"Live","fall"
2023-10-16,"GOLD","NY",2,78.96,"Live","fall"
2023-10-16,"GOLD","NY",2,52.7,"Live","fall"
2023-10-16,"GOLD","NY",2,96.07,"Live","fall"
2023-10-16,"GOLD","NY",2,103.58,"Live","fall"
2023-10-16,"GOLD","NY",2,118.46,"Live","fall"
2023-10-16,"GOLD","NY",2,79.67,"Live","fall"
2023-10-16,"GOLD","NY",2,84.66,"Live","fall"
2023-10-16,"GOLD","NY",2,73.18,"Live","fall"
2023-10-16,"GOLD","NY",2,31.49,"Live","fall"
2023-10-16,"GOLD","NY",2,48.75,"Live","fall"
2023-10-16,"GOLD","NY",2,54.99,"Live","fall"
2023-10-16,"GOLD","NY",2,41.54,"Live","fall"
2023-10-16,"GOLD","NY",2,33.39,"Live","fall"
2023-10-16,"GOLD","NY",2,42.22,"Live","fall"
2023-10-16,"GOLD","NY",2,106.72,"Live","fall"
2023-10-16,"GOLD","NY",2,76.91,"Live","fall"
2023-10-16,"GOLD","NY",2,97.09,"Live","fall"
2023-10-16,"GOLD","NY",2,48.97,"Live","fall"
2023-10-16,"GOLD","NY",2,48.01,"Live","fall"
2023-10-16,"GOLD","NY",2,78.56,"Live","fall"
2023-10-16,"GOLD","NY",2,91.34,"Live","fall"
2023-10-16,"GOLD","NY",2,115.67,"Live","fall"
2023-10-16,"GOLD","NY",2,105.48,"Live","fall"
2023-10-16,"GOLD","NY",2,83.8,"Live","fall"
2023-10-16,"GOLD","NY",2,57.96,"Live","fall"
2023-10-16,"GOLD","NY",2,95.03,"Live","fall"
2023-10-16,"GOLD","NY",2,37.86,"Live","fall"
2023-10-16,"GOLD","NY",2,88.05,"Live","fall"
2023-10-16,"GOLD","NY",2,54.64,"Live","fall"
2023-10-16,"GOLD","NY",3,84.07,"Live","fall"
2023-10-16,"GOLD","NY",3,149.52,"Live","fall"
2023-10-16,"GOLD","NY",3,67.3,"Live","fall"
2023-10-16,"GOLD","NY",3,82.2,"Live","fall"
