Site_Name,TripDate,Year,Month,Day,QUADRAT_NUM,QuadSpec_NUM,SpecimenType,Height_mm,Length_mm,Width_mm,Specimen_Notes
Ash Creek,2023-06-12,2023,6,12,7,89,Live,16,12,,
Ash Creek,2023-06-12,2023,6,12,7,90,Live,19,14,,
Ash Creek,2023-06-12,2023,6,12,7,91,Live,18,11,,
Ash Creek,2023-06-12,2023,6,12,7,92,Live,11,5,,
Ash Creek,2023-06-12,2023,6,12,7,93,Live,18,13,,
Ash Creek,2023-06-12,2023,6,12,7,94,Live,20,14,,
Ash Creek,2023-06-12,2023,6,12,7,95,Box,72,35,,
Ash Creek,2023-06-12,2023,6,12,7,96,Box,145,73,,
Ash Creek,2023-06-12,2023,6,12,7,97,Box,129,52,,
Ash Creek,2023-06-12,2023,6,12,7,98,Live,38,20,,
Ash Creek,2023-06-12,2023,6,12,7,99,Live,24,21,,
Ash Creek,2023-06-12,2023,6,12,7,100,Live,98,45,,
Ash Creek,2023-06-12,2023,6,12,8,1,Live,107,,,#1-51 measured by Meghana Parikh & Isaiah Mayo
Ash Creek,2023-06-12,2023,6,12,8,2,Box,55,,,
Ash Creek,2023-06-12,2023,6,12,8,3,Box,84,,,
Ash Creek,2023-06-12,2023,6,12,8,4,Box,81,,,
Ash Creek,2023-06-12,2023,6,12,8,5,Live,89,,,
Ash Creek,2023-06-12,2023,6,12,8,6,Box,58,,,
Ash Creek,2023-06-12,2023,6,12,8,7,Live,21,,,
Ash Creek,2023-06-12,2023,6,12,8,8,Box,32,,,
Ash Creek,2023-06-12,2023,6,12,8,9,Box,71,,,
Ash Creek,2023-06-12,2023,6,12,8,10,Live,18,,,
Ash Creek,2023-06-12,2023,6,12,8,11,Live,72,,,
Ash Creek,2023-06-12,2023,6,12,8,12,Box,101,,,
Ash Creek,2023-06-12,2023,6,12,8,13,Box,94,,,
Ash Creek,2023-06-12,2023,6,12,8,14,Live,25,,,
Ash Creek,2023-06-12,2023,6,12,8,15,Box,104,,,
Ash Creek,2023-06-12,2023,6,12,8,16,Live,63,,,
Ash Creek,2023-06-12,2023,6,12,8,17,Live,18,,,
Ash Creek,2023-06-12,2023,6,12,8,18,Live,125,,,
Ash Creek,2023-06-12,2023,6,12,8,19,Live,70,,,
Ash Creek,2023-06-12,2023,6,12,8,20,Live,16,,,
Ash Creek,2023-06-12,2023,6,12,8,21,Live,32,,,
Ash Creek,2023-06-12,2023,6,12,8,22,Live,92,,,
Ash Creek,2023-06-12,2023,6,12,8,23,Live,16,,,
Ash Creek,2023-06-12,2023,6,12,8,24,Live,10,,,
Ash Creek,2023-06-12,2023,6,12,8,25,Live,11,,,
Ash Creek,2023-06-12,2023,6,12,8,26,Live,94,,,
Ash Creek,2023-06-12,2023,6,12,8,27,Live,114,,,
Ash Creek,2023-06-12,2023,6,12,8,28,Box,80,,,
Ash Creek,2023-06-12,2023,6,12,8,29,Live,56,,,
Ash Creek,2023-06-12,2023,6,12,8,30,Live,42,,,
Ash Creek,2023-06-12,2023,6,12,8,31,Box,117,,,
Ash Creek,2023-06-12,2023,6,12,8,32,Live,15,,,
Ash Creek,2023-06-12,2023,6,12,8,33,Live,29,,,
Ash Creek,2023-06-12,2023,6,12,8,34,Box,55,,,
Ash Creek,2023-06-12,2023,6,12,8,35,Box,110,,,
Ash Creek,2023-06-12,2023,6,12,8,36,Box,100,,,
Ash Creek,2023-06-12,2023,6,12,8,37,Box,74,,,
Ash Creek,2023-06-12,2023,6,12,8,38,Live,55,,,
Ash Creek,2023-06-12,2023,6,12,8,39,Live,58,,,
Ash Creek,2023-06-12,2023,6,12,8,40,Live,28,,,
Ash Creek,2023-06-12,2023,6,12,8,41,Live,65,,,
Ash Creek,2023-06-12,2023,6,12,8,42,Box,21,,,
Ash Creek,2023-06-12,2023,6,12,8,43,Live,37,,,
Ash Creek,2023-06-12,2023,6,12,8,44,Box,81,,,
Ash Creek,2023-06-12,2023,6,12,8,45,Box,104,,,
Ash Creek,2023-06-12,2023,6,12,8,46,Live,48,,,
Ash Creek,2023-06-12,2023,6,12,8,47,Live,72,,,
Ash Creek,2023-06-12,2023,6,12,8,48,Live,81,,,
Ash Creek,2023-06-12,2023,6,12,8,49,Live,25,,,
Ash Creek,2023-06-12,2023,6,12,8,50,Live,14,,,
Ash Creek,2023-06-12,2023,6,12,8,51,Live,97,,,
Ash Creek,2023-06-12,2023,6,12,8,52,Box,150.9,,,#52 onwards measured by Steve Arnott & Lisa Guy
Ash Creek,2023-06-12,2023,6,12,8,53,Live,88.5,,,
Ash Creek,2023-06-12,2023,6,12,8,54,Box,67.7,,,
Ash Creek,2023-06-12,2023,6,12,8,55,Box,94.5,,,
Ash Creek,2023-06-12,2023,6,12,8,56,Box,108.2,,,
Ash Creek,2023-06-12,2023,6,12,8,57,Live,18.7,,,
Ash Creek,2023-06-12,2023,6,12,8,58,Live,15.6,,,
Ash Creek,2023-06-12,2023,6,12,8,59,Live,65.6,,,
Ash Creek,2023-06-12,2023,6,12,8,60,Live,36.4,,,
Ash Creek,2023-06-12,2023,6,12,8,61,Box,149.8,,,
Ash Creek,2023-06-12,2023,6,12,8,62,Live,123.8,,,
Ash Creek,2023-06-12,2023,6,12,8,63,Box,25,,,
Ash Creek,2023-06-12,2023,6,12,8,64,Box,93.7,,,
Ash Creek,2023-06-12,2023,6,12,8,65,Box,78.1,,,
Ash Creek,2023-06-12,2023,6,12,8,66,Box,85.3,,,
Ash Creek,2023-06-12,2023,6,12,8,67,Box,118.6,,,
Ash Creek,2023-06-12,2023,6,12,8,68,Live,11.5,,,
Ash Creek,2023-06-12,2023,6,12,8,69,Live,30.2,,,
Ash Creek,2023-06-12,2023,6,12,8,70,Live,40.6,,,
Ash Creek,2023-06-12,2023,6,12,8,71,Box,108.3,,,
Ash Creek,2023-06-12,2023,6,12,8,72,Box,100.9,,,
Ash Creek,2023-06-12,2023,6,12,8,73,Live,101,,,
Ash Creek,2023-06-12,2023,6,12,8,74,Live,30.2,,,
Ash Creek,2023-06-12,2023,6,12,8,75,Box,90.5,,,
Ash Creek,2023-06-12,2023,6,12,8,76,Box,124,,,
Ash Creek,2023-06-12,2023,6,12,8,77,Box,127,,,
Ash Creek,2023-06-12,2023,6,12,8,78,Box,73.9,,,
Ash Creek,2023-06-12,2023,6,12,8,79,Live,44.7,,,
Ash Creek,2023-06-12,2023,6,12,8,80,Live,20.8,,,
Ash Creek,2023-06-12,2023,6,12,8,81,Box,95.2,,,
Ash Creek,2023-06-12,2023,6,12,8,82,Live,26,,,
Ash Creek,2023-06-12,2023,6,12,8,83,Box,95,,,
Ash Creek,2023-06-12,2023,6,12,8,84,Live,14,,,
Ash Creek,2023-06-12,2023,6,12,8,85,Live,14.6,,,
Ash Creek,2023-06-12,2023,6,12,8,86,Live,88.5,,,
Ash Creek,2023-06-12,2023,6,12,8,87,Live,94.7,,,
Ash Creek,2023-06-12,2023,6,12,8,88,Live,35.4,,,
Ash Creek,2023-06-12,2023,6,12,8,89,Box,95.7,,,
Ash Creek,2023-06-12,2023,6,12,8,90,Live,35.4,,,
Ash Creek,2023-06-12,2023,6,12,8,91,Live,98.8,,,
Ash Creek,2023-06-12,2023,6,12,8,92,Box,20.9,,,
Ash Creek,2023-06-12,2023,6,12,8,93,Box,38.5,,,
Ash Creek,2023-06-12,2023,6,12,8,94,Live,34.4,,,
Ash Creek,2023-06-12,2023,6,12,8,95,Box,45.8,,,
Ash Creek,2023-06-12,2023,6,12,8,96,Box,112.5,,,
Ash Creek,2023-06-12,2023,6,12,8,97,Box,53.1,,,
Ash Creek,2023-06-12,2023,6,12,8,98,Box,122.8,,,
Ash Creek,2023-06-12,2023,6,12,8,99,Live,57.3,,,
Ash Creek,2023-06-12,2023,6,12,8,100,Live,50,,,
Ash Creek,2023-06-12,2023,6,12,9,1,Live,89,,,
Ash Creek,2023-06-12,2023,6,12,9,2,Live,130,,,
Ash Creek,2023-06-12,2023,6,12,9,3,Live,26,,,
Ash Creek,2023-06-12,2023,6,12,9,4,Box,71,,,
Ash Creek,2023-06-12,2023,6,12,9,5,Live,65,,,
Ash Creek,2023-06-12,2023,6,12,9,6,Box,86,,,
Ash Creek,2023-06-12,2023,6,12,9,7,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,9,8,Box,98,,,
Ash Creek,2023-06-12,2023,6,12,9,9,Box,59,,,
Ash Creek,2023-06-12,2023,6,12,9,10,Live,74,,,
Ash Creek,2023-06-12,2023,6,12,9,11,Live,75,,,
Ash Creek,2023-06-12,2023,6,12,9,12,Box,90,,,Estimated
Ash Creek,2023-06-12,2023,6,12,9,13,Live,76,,,
Ash Creek,2023-06-12,2023,6,12,9,14,Box,99,,,
Ash Creek,2023-06-12,2023,6,12,9,15,Live,86,,,
Ash Creek,2023-06-12,2023,6,12,9,16,Box,99,,,
Ash Creek,2023-06-12,2023,6,12,9,17,Box,118,,,
Ash Creek,2023-06-12,2023,6,12,9,18,Live,128,,,
Ash Creek,2023-06-12,2023,6,12,9,19,Box,80,,,
Ash Creek,2023-06-12,2023,6,12,9,20,Live,118,,,
Ash Creek,2023-06-12,2023,6,12,9,21,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,9,22,Live,36,,,
Ash Creek,2023-06-12,2023,6,12,9,23,Live,81,,,
Ash Creek,2023-06-12,2023,6,12,9,24,Box,103,,,
Ash Creek,2023-06-12,2023,6,12,9,25,Live,21,,,
Ash Creek,2023-06-12,2023,6,12,9,26,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,9,27,Live,82,,,
Ash Creek,2023-06-12,2023,6,12,9,28,Live,86,,,
Ash Creek,2023-06-12,2023,6,12,9,29,Box,109,,,
Ash Creek,2023-06-12,2023,6,12,9,30,Live,92,,,
Ash Creek,2023-06-12,2023,6,12,9,31,Live,36,,,
Ash Creek,2023-06-12,2023,6,12,9,32,Live,26,,,
Ash Creek,2023-06-12,2023,6,12,9,33,Live,48,,,
Ash Creek,2023-06-12,2023,6,12,9,34,Box,15,,,
Ash Creek,2023-06-12,2023,6,12,9,35,Live,23,,,
Ash Creek,2023-06-12,2023,6,12,9,36,Box,15,,,
Ash Creek,2023-06-12,2023,6,12,9,37,Live,69,,,
Ash Creek,2023-06-12,2023,6,12,9,38,Live,91,,,
Ash Creek,2023-06-12,2023,6,12,9,39,Live,31,,,
Ash Creek,2023-06-12,2023,6,12,9,40,Box,59,,,
Ash Creek,2023-06-12,2023,6,12,9,41,Live,29,,,
Ash Creek,2023-06-12,2023,6,12,9,42,Box,96,,,
Ash Creek,2023-06-12,2023,6,12,9,43,Box,48,,,
Ash Creek,2023-06-12,2023,6,12,9,44,Live,130,,,
Ash Creek,2023-06-12,2023,6,12,9,45,Live,100,,,
Ash Creek,2023-06-12,2023,6,12,9,46,Live,28,,,
Ash Creek,2023-06-12,2023,6,12,9,47,Live,28,,,
Ash Creek,2023-06-12,2023,6,12,9,48,Live,25,,,
Ash Creek,2023-06-12,2023,6,12,9,49,Live,79,,,
Ash Creek,2023-06-12,2023,6,12,9,50,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,9,51,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,9,52,Box,129,,,
Ash Creek,2023-06-12,2023,6,12,10,1,Live,102,51,,
Ash Creek,2023-06-12,2023,6,12,10,2,Box,73,48,,
Ash Creek,2023-06-12,2023,6,12,10,3,Box,154,73,,
Ash Creek,2023-06-12,2023,6,12,10,4,Box,10,8,,
Ash Creek,2023-06-12,2023,6,12,10,5,Live,16,9,,
Ash Creek,2023-06-12,2023,6,12,10,6,Live,93,55,,
Ash Creek,2023-06-12,2023,6,12,10,7,Live,121,80,,
Ash Creek,2023-06-12,2023,6,12,10,8,Live,89,56,,
Ash Creek,2023-06-12,2023,6,12,10,9,Live,70,,,
Ash Creek,2023-06-12,2023,6,12,10,10,Live,102,,,
Ash Creek,2023-06-12,2023,6,12,10,11,Live,61,,,
Ash Creek,2023-06-12,2023,6,12,10,12,Live,96,,,
Ash Creek,2023-06-12,2023,6,12,10,13,Live,60,,,
Ash Creek,2023-06-12,2023,6,12,10,14,Live,116,,,
Ash Creek,2023-06-12,2023,6,12,10,15,Box,63,,,
Ash Creek,2023-06-12,2023,6,12,10,16,Live,76,,,
Ash Creek,2023-06-12,2023,6,12,10,17,Box,15,,,
Ash Creek,2023-06-12,2023,6,12,10,18,Live,84,,,
Ash Creek,2023-06-12,2023,6,12,10,19,Live,78,,,
Ash Creek,2023-06-12,2023,6,12,10,20,Box,100,,,
Ash Creek,2023-06-12,2023,6,12,10,21,Live,71,,,
Ash Creek,2023-06-12,2023,6,12,10,22,Box,67,,,
Ash Creek,2023-06-12,2023,6,12,10,23,Box,34,,,
Ash Creek,2023-06-12,2023,6,12,10,24,Live,67,,,
Ash Creek,2023-06-12,2023,6,12,10,25,Live,101,,,
Ash Creek,2023-06-12,2023,6,12,10,26,Live,111,,,
Ash Creek,2023-06-12,2023,6,12,10,27,Live,26,,,
Ash Creek,2023-06-12,2023,6,12,10,28,Live,25,,,
Ash Creek,2023-06-12,2023,6,12,10,29,Box,30,,,
Ash Creek,2023-06-12,2023,6,12,10,30,Box,20,,,
Ash Creek,2023-06-12,2023,6,12,10,31,Live,74,,,
Ash Creek,2023-06-12,2023,6,12,10,32,Box,108,,,
Ash Creek,2023-06-12,2023,6,12,10,33,Box,74,,,
Ash Creek,2023-06-12,2023,6,12,10,34,Live,35,,,
Ash Creek,2023-06-12,2023,6,12,10,35,Live,99,,,
Ash Creek,2023-06-12,2023,6,12,10,36,Live,51,,,
Ash Creek,2023-06-12,2023,6,12,10,37,Live,54,,,
Ash Creek,2023-06-12,2023,6,12,10,38,Live,69,,,
Ash Creek,2023-06-12,2023,6,12,10,39,Live,22,,,
Ash Creek,2023-06-12,2023,6,12,10,40,Live,73,,,
Ash Creek,2023-06-12,2023,6,12,10,41,Live,71,,,
Ash Creek,2023-06-12,2023,6,12,10,42,Live,96,,,
Ash Creek,2023-06-12,2023,6,12,10,43,Live,107,,,
Ash Creek,2023-06-12,2023,6,12,10,44,Live,86,,,
Ash Creek,2023-06-12,2023,6,12,10,45,Box,92,,,
Ash Creek,2023-06-12,2023,6,12,10,46,Box,60,,,
Ash Creek,2023-06-12,2023,6,12,10,47,Box,27,,,
Ash Creek,2023-06-12,2023,6,12,10,48,Live,11,,,
Ash Creek,2023-06-12,2023,6,12,10,49,Live,64,,,
Ash Creek,2023-06-12,2023,6,12,10,50,Live,115,,,
Ash Creek,2023-06-12,2023,6,12,10,51,Box,79,,,
Ash Creek,2023-06-12,2023,6,12,10,52,Live,38,,,
Ash Creek,2023-06-12,2023,6,12,10,53,Live,41,,,
Ash Creek,2023-06-12,2023,6,12,10,54,Live,78,,,
Ash Creek,2023-06-12,2023,6,12,11,1,Box,44.8,,,
Ash Creek,2023-06-12,2023,6,12,11,2,Box,86.4,,,Estimated
Ash Creek,2023-06-12,2023,6,12,11,3,Live,73.9,,,
Ash Creek,2023-06-12,2023,6,12,11,4,Box,88.5,,,
Ash Creek,2023-06-12,2023,6,12,11,5,Box,73.9,,,
Ash Creek,2023-06-12,2023,6,12,11,6,Box,112.4,,,
Ash Creek,2023-06-12,2023,6,12,11,7,Live,67.7,,,
Ash Creek,2023-06-12,2023,6,12,11,8,Box,67.7,,,"Drill hole. (Confirmed on field sheet that spec #8 shell height is the same as spec #7). [SAA, 6/22/23]"
Ash Creek,2023-06-12,2023,6,12,11,9,Box,53,,,
Ash Creek,2023-06-12,2023,6,12,12,1,Box,112.4,,,
Ash Creek,2023-06-12,2023,6,12,12,2,Live,113.4,,,
Ash Creek,2023-06-12,2023,6,12,12,3,Box,85.4,,,
Fence Creek,2023-06-14,2023,6,14,1,1,Live,85.07,,,
Fence Creek,2023-06-14,2023,6,14,1,2,Live,88.84,,,
Fence Creek,2023-06-14,2023,6,14,1,3,Live,53.75,,,
Fence Creek,2023-06-14,2023,6,14,1,4,Live,68.85,,,
Fence Creek,2023-06-14,2023,6,14,1,5,Live,133.17,,,
Fence Creek,2023-06-14,2023,6,14,1,6,Box,15.88,,,
Fence Creek,2023-06-14,2023,6,14,1,7,Live,74.4,,,
Fence Creek,2023-06-14,2023,6,14,1,8,Live,23.2,,,
Fence Creek,2023-06-14,2023,6,14,1,9,Live,76.71,,,
Fence Creek,2023-06-14,2023,6,14,1,10,Live,68.96,,,
Fence Creek,2023-06-14,2023,6,14,1,11,Live,55.64,,,
Fence Creek,2023-06-14,2023,6,14,1,12,Live,93.62,,,
Fence Creek,2023-06-14,2023,6,14,1,13,Live,91.26,,,
Fence Creek,2023-06-14,2023,6,14,1,14,Box,97.29,,,
Fence Creek,2023-06-14,2023,6,14,1,15,Box,51.43,,,
Fence Creek,2023-06-14,2023,6,14,1,16,Box,98.51,,,
Fence Creek,2023-06-14,2023,6,14,1,17,Live,38.25,,,
Fence Creek,2023-06-14,2023,6,14,1,18,Live,10.51,,,
Fence Creek,2023-06-14,2023,6,14,1,19,Box,9.34,,,
Fence Creek,2023-06-14,2023,6,14,1,20,Live,17.3,,,
Fence Creek,2023-06-14,2023,6,14,1,21,Live,23.03,,,
Fence Creek,2023-06-14,2023,6,14,1,22,Live,14.23,,,
Fence Creek,2023-06-14,2023,6,14,1,23,Live,121.91,,,
Fence Creek,2023-06-14,2023,6,14,1,24,Live,15.12,,,
Fence Creek,2023-06-14,2023,6,14,1,25,Live,15.53,,,
Fence Creek,2023-06-14,2023,6,14,1,26,Live,46.93,,,
Fence Creek,2023-06-14,2023,6,14,1,27,Live,24.95,,,
Fence Creek,2023-06-14,2023,6,14,1,28,Live,70.56,,,
Fence Creek,2023-06-14,2023,6,14,1,29,Live,47.09,,,
Fence Creek,2023-06-14,2023,6,14,1,30,Live,76.92,,,
Fence Creek,2023-06-14,2023,6,14,1,31,Box,65.14,,,
Fence Creek,2023-06-14,2023,6,14,1,32,Live,26.56,,,
Fence Creek,2023-06-14,2023,6,14,1,33,Live,21.41,,,
Fence Creek,2023-06-14,2023,6,14,1,34,Live,26.06,,,
Fence Creek,2023-06-14,2023,6,14,1,35,Box,50.33,,,
Fence Creek,2023-06-14,2023,6,14,1,36,Live,63.32,,,
Fence Creek,2023-06-14,2023,6,14,1,37,Live,38.17,,,
Fence Creek,2023-06-14,2023,6,14,1,38,Live,50.06,,,
Fence Creek,2023-06-14,2023,6,14,1,39,Live,22.67,,,
Fence Creek,2023-06-14,2023,6,14,1,40,Box,102.03,,,
Fence Creek,2023-06-14,2023,6,14,1,41,Box,65,,,
Fence Creek,2023-06-14,2023,6,14,1,42,Box,27.21,,,
Fence Creek,2023-06-14,2023,6,14,1,43,Box,85.15,,,
Fence Creek,2023-06-14,2023,6,14,1,44,Box,67.98,,,
Fence Creek,2023-06-14,2023,6,14,1,45,Box,47.7,,,
Fence Creek,2023-06-14,2023,6,14,1,46,Live,34.15,,,
Fence Creek,2023-06-14,2023,6,14,1,47,Box,117.82,,,
Fence Creek,2023-06-14,2023,6,14,1,48,Box,78.61,,,
Fence Creek,2023-06-14,2023,6,14,1,49,Live,72.18,,,
Fence Creek,2023-06-14,2023,6,14,1,50,Live,15.32,,,
Fence Creek,2023-06-14,2023,6,14,1,51,Box,95.16,,,
Fence Creek,2023-06-14,2023,6,14,1,52,Live,75.26,,,
Fence Creek,2023-06-14,2023,6,14,1,53,Live,25.91,,,
Fence Creek,2023-06-14,2023,6,14,1,54,Live,8.41,,,
Fence Creek,2023-06-14,2023,6,14,1,55,Live,18.24,,,
Fence Creek,2023-06-14,2023,6,14,1,56,Live,15.05,,,
Fence Creek,2023-06-14,2023,6,14,1,57,Box,18.38,,,
Fence Creek,2023-06-14,2023,6,14,1,58,Live,19.61,,,
Fence Creek,2023-06-14,2023,6,14,1,59,Box,62.03,,,
Fence Creek,2023-06-14,2023,6,14,1,60,Box,91.81,,,
Fence Creek,2023-06-14,2023,6,14,1,61,Live,26.15,,,
Fence Creek,2023-06-14,2023,6,14,1,62,Live,15.84,,,
Fence Creek,2023-06-14,2023,6,14,1,63,Live,26.76,,,
Fence Creek,2023-06-14,2023,6,14,1,64,Live,19.43,,,
Fence Creek,2023-06-14,2023,6,14,1,65,Live,24.28,,,
Fence Creek,2023-06-14,2023,6,14,1,66,Box,74.46,,,
Fence Creek,2023-06-14,2023,6,14,1,67,Box,43.4,,,
Fence Creek,2023-06-14,2023,6,14,1,68,Live,27.4,,,
Fence Creek,2023-06-14,2023,6,14,1,69,Live,87.51,,,
Fence Creek,2023-06-14,2023,6,14,1,70,Live,10.91,,,
Fence Creek,2023-06-14,2023,6,14,1,71,Live,52.27,,,
Fence Creek,2023-06-14,2023,6,14,1,72,Live,57.38,,,
Fence Creek,2023-06-14,2023,6,14,1,73,Box,113.33,,,
Fence Creek,2023-06-14,2023,6,14,1,74,Box,12.88,,,
Fence Creek,2023-06-14,2023,6,14,1,75,Box,12.77,,,
Fence Creek,2023-06-14,2023,6,14,1,76,Box,12.45,,,
Fence Creek,2023-06-14,2023,6,14,1,77,Box,20.02,,,
Fence Creek,2023-06-14,2023,6,14,1,78,Live,117.95,,,
Fence Creek,2023-06-14,2023,6,14,1,79,Box,128.28,,,
Fence Creek,2023-06-14,2023,6,14,1,80,Live,88.2,,,
Fence Creek,2023-06-14,2023,6,14,1,81,Box,49.78,,,
Fence Creek,2023-06-14,2023,6,14,1,82,Live,31.56,,,
Fence Creek,2023-06-14,2023,6,14,1,83,Live,14.66,,,
Fence Creek,2023-06-14,2023,6,14,1,84,Live,22.73,,,
Fence Creek,2023-06-14,2023,6,14,1,85,Box,66.82,,,
Fence Creek,2023-06-14,2023,6,14,1,86,Live,55.31,,,
Fence Creek,2023-06-14,2023,6,14,1,87,Live,44.49,,,
Fence Creek,2023-06-14,2023,6,14,1,88,Live,77.2,,,
Fence Creek,2023-06-14,2023,6,14,1,89,Box,92.26,,,
Fence Creek,2023-06-14,2023,6,14,1,90,Live,52.32,,,
Fence Creek,2023-06-14,2023,6,14,1,91,Live,20.48,,,
Fence Creek,2023-06-14,2023,6,14,1,92,Live,22.71,,,
Fence Creek,2023-06-14,2023,6,14,1,93,Live,17.86,,,
Fence Creek,2023-06-14,2023,6,14,1,94,Live,21.96,,,
Fence Creek,2023-06-14,2023,6,14,1,95,Live,89.04,,,
Fence Creek,2023-06-14,2023,6,14,1,96,Live,52.76,,,
Fence Creek,2023-06-14,2023,6,14,1,97,Live,92.19,,,
Fence Creek,2023-06-14,2023,6,14,1,98,Live,11.67,,,
Fence Creek,2023-06-14,2023,6,14,1,99,Box,63.34,,,
Fence Creek,2023-06-14,2023,6,14,1,100,Live,59.12,,,
Fence Creek,2023-06-14,2023,6,14,2,1,Live,151.11,,,
Fence Creek,2023-06-14,2023,6,14,2,2,Live,59.95,,,
Fence Creek,2023-06-14,2023,6,14,2,3,Live,82.55,,,
Fence Creek,2023-06-14,2023,6,14,2,4,Live,97.62,,,
Fence Creek,2023-06-14,2023,6,14,2,5,Live,50.25,,,
Fence Creek,2023-06-14,2023,6,14,2,6,Live,18.2,,,
Fence Creek,2023-06-14,2023,6,14,2,7,Box,46.85,,,
Fence Creek,2023-06-14,2023,6,14,2,8,Live,54.07,,,
Fence Creek,2023-06-14,2023,6,14,2,9,Live,47.32,,,
Fence Creek,2023-06-14,2023,6,14,2,10,Live,52.05,,,
Fence Creek,2023-06-14,2023,6,14,2,11,Live,37.03,,,
Fence Creek,2023-06-14,2023,6,14,2,12,Live,118.61,,,
Fence Creek,2023-06-14,2023,6,14,2,13,Live,95.75,,,
Fence Creek,2023-06-14,2023,6,14,2,14,Live,111.95,,,
Fence Creek,2023-06-14,2023,6,14,2,15,Live,138.47,,,
Fence Creek,2023-06-14,2023,6,14,2,16,Live,51.8,,,
Fence Creek,2023-06-14,2023,6,14,2,17,Live,31.84,,,
Fence Creek,2023-06-14,2023,6,14,2,18,Live,53.1,,,
Fence Creek,2023-06-14,2023,6,14,2,19,Live,107.38,,,
Fence Creek,2023-06-14,2023,6,14,2,20,Box,93.26,,,
Fence Creek,2023-06-14,2023,6,14,2,21,Live,82.65,,,
Fence Creek,2023-06-14,2023,6,14,2,22,Live,59.34,,,
Fence Creek,2023-06-14,2023,6,14,2,23,Live,13.29,,,
Fence Creek,2023-06-14,2023,6,14,2,24,Live,91,,,
Fence Creek,2023-06-14,2023,6,14,2,25,Live,131.44,,,
Fence Creek,2023-06-14,2023,6,14,2,26,Live,136.63,,,
Fence Creek,2023-06-14,2023,6,14,2,27,Live,89.17,,,
Fence Creek,2023-06-14,2023,6,14,2,28,Box,76.22,,,
Fence Creek,2023-06-14,2023,6,14,2,29,Live,22.4,,,
Fence Creek,2023-06-14,2023,6,14,2,30,Live,44.35,,,
Fence Creek,2023-06-14,2023,6,14,2,31,Live,15.06,,,
Fence Creek,2023-06-14,2023,6,14,2,32,Live,23.31,,,
Fence Creek,2023-06-14,2023,6,14,2,33,Live,31.58,,,
Fence Creek,2023-06-14,2023,6,14,2,34,Live,33.86,,,
Fence Creek,2023-06-14,2023,6,14,2,35,Live,124.16,,,
Fence Creek,2023-06-14,2023,6,14,2,36,Live,26.84,,,
Fence Creek,2023-06-14,2023,6,14,2,37,Box,135.78,,,
Fence Creek,2023-06-14,2023,6,14,2,38,Live,15.05,,,
Fence Creek,2023-06-14,2023,6,14,2,39,Live,18.59,,,
Fence Creek,2023-06-14,2023,6,14,2,40,Live,104.84,,,
Fence Creek,2023-06-14,2023,6,14,2,41,Live,96.5,,,
Fence Creek,2023-06-14,2023,6,14,2,42,Live,37.97,,,
Fence Creek,2023-06-14,2023,6,14,2,43,Live,19.69,,,
Fence Creek,2023-06-14,2023,6,14,2,44,Box,81.89,,,
Fence Creek,2023-06-14,2023,6,14,2,45,Box,72.72,,,
Fence Creek,2023-06-14,2023,6,14,2,46,Box,46.5,,,
Fence Creek,2023-06-14,2023,6,14,2,47,Box,49.2,,,
Fence Creek,2023-06-14,2023,6,14,2,48,Live,87.85,,,
Fence Creek,2023-06-14,2023,6,14,2,49,Live,100.86,,,
Fence Creek,2023-06-14,2023,6,14,2,50,Live,77.95,,,
Fence Creek,2023-06-14,2023,6,14,2,51,Live,32.99,,,
Fence Creek,2023-06-14,2023,6,14,2,52,Live,36.22,,,
Fence Creek,2023-06-14,2023,6,14,3,1,Live,129.28,,,
Fence Creek,2023-06-14,2023,6,14,3,2,Live,90.54,,,
Fence Creek,2023-06-14,2023,6,14,3,3,Live,95.9,,,
Fence Creek,2023-06-14,2023,6,14,3,4,Live,65.37,,,
Fence Creek,2023-06-14,2023,6,14,3,5,Live,43.43,,,
Fence Creek,2023-06-14,2023,6,14,3,6,Live,85.43,,,
Fence Creek,2023-06-14,2023,6,14,3,7,Box,60.56,,,
Fence Creek,2023-06-14,2023,6,14,3,8,Live,44.44,,,
Fence Creek,2023-06-14,2023,6,14,3,9,Live,73.92,,,
Fence Creek,2023-06-14,2023,6,14,3,10,Live,16.47,,,
Fence Creek,2023-06-14,2023,6,14,3,11,Live,145.69,,,
Fence Creek,2023-06-14,2023,6,14,3,12,Box,42.49,,,
Fence Creek,2023-06-14,2023,6,14,3,13,Box,42,,,
Fence Creek,2023-06-14,2023,6,14,3,14,Live,33.94,,,
Fence Creek,2023-06-14,2023,6,14,3,15,Live,121.73,,,
Fence Creek,2023-06-14,2023,6,14,3,16,Live,73.68,,,
Fence Creek,2023-06-14,2023,6,14,3,17,Live,38.71,,,
Fence Creek,2023-06-14,2023,6,14,3,18,Live,111.67,,,
Fence Creek,2023-06-14,2023,6,14,3,19,Box,47.29,,,
Fence Creek,2023-06-14,2023,6,14,3,20,Live,112.5,,,
Fence Creek,2023-06-14,2023,6,14,3,21,Box,25.31,,,
Fence Creek,2023-06-14,2023,6,14,3,22,Live,164.17,,,
